transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0020001,C025956,46-55,Other,Miami,New,P2495,Toys,21.07,40,12.64,1,12.64,Debit Card,2025-11-25,0,0,0
T0020002,C008950,56+,Male,Seattle,Returning,P7500,Sports,53.48,35,34.76,1,34.76,Cash,2025-11-29,6,1,0
T0020003,C016840,26-35,Female,Chicago,New,P5724,Footwear,336.91,20,269.53,1,269.53,PayPal,2025-11-30,21,1,0
T0020004,C024647,18-25,Other,Phoenix,Returning,P5032,Sports,274.89,15,233.66,2,467.32,Debit Card,2025-11-26,9,0,0
T0020005,C028182,36-45,Female,Chicago,New,P7739,Electronics,1889.52,25,1417.14,1,1417.14,Credit Card,2025-12-01,13,0,0
T0020006,C017170,36-45,Male,Seattle,Loyal,P4921,Books,105.74,40,63.44,2,126.88,PayPal,2025-11-24,15,0,0
T0020007,C022378,26-35,Male,New York,Loyal,P3888,Home & Kitchen,473.54,20,378.83,1,378.83,PayPal,2025-11-24,8,0,0
T0020008,C003452,18-25,Female,Atlanta,New,P7480,Clothing,173.49,5,164.82,1,164.82,Credit Card,2025-11-30,9,1,0
T0020009,C001901,36-45,Male,Chicago,VIP,P9946,Accessories,434.13,20,347.3,1,347.3,PayPal,2025-12-01,18,0,0
T0020010,C002421,46-55,Other,San Francisco,Returning,P6452,Toys,183.86,20,147.09,2,294.18,Gift Card,2025-12-01,16,0,0
T0020011,C007351,26-35,Other,Houston,Returning,P3777,Groceries,41.74,35,27.13,2,54.26,Mobile Wallet,2025-11-29,23,1,0
T0020012,C003161,46-55,Male,Los Angeles,Loyal,P4312,Clothing,187.67,25,140.75,1,140.75,Cash,2025-11-27,12,0,0
T0020013,C034883,36-45,Female,Seattle,Returning,P5968,Beauty,241.9,35,157.24,3,471.72,Credit Card,2025-11-27,7,0,0
T0020014,C022301,56+,Other,Dallas,New,P5089,Clothing,296.17,40,177.7,1,177.7,Mobile Wallet,2025-11-24,15,0,0
T0020015,C031438,26-35,Female,Los Angeles,Returning,P1917,Books,109.48,10,98.53,1,98.53,Gift Card,2025-11-24,7,0,0
T0020016,C014935,26-35,Other,Los Angeles,Loyal,P1224,Accessories,363.75,20,291.0,1,291.0,Debit Card,2025-11-28,7,0,1
T0020017,C001112,18-25,Female,Atlanta,New,P9916,Clothing,266.95,50,133.48,1,133.48,Credit Card,2025-12-01,5,0,0
T0020018,C034819,36-45,Female,Houston,Returning,P8531,Accessories,211.01,25,158.26,1,158.26,Gift Card,2025-11-24,0,0,0
T0020019,C015333,56+,Male,Miami,New,P5000,Clothing,115.69,35,75.2,5,376.0,Debit Card,2025-11-26,12,0,0
T0020020,C022308,26-35,Other,Chicago,Returning,P2252,Sports,597.08,35,388.1,2,776.2,PayPal,2025-11-28,7,0,1
T0020021,C010730,46-55,Other,San Francisco,New,P3175,Sports,531.65,35,345.57,2,691.14,Debit Card,2025-11-24,5,0,0
T0020022,C006240,56+,Other,Miami,VIP,P9325,Footwear,66.67,10,60.0,1,60.0,Debit Card,2025-11-24,10,0,0
T0020023,C005570,46-55,Male,Los Angeles,Returning,P1746,Electronics,2053.74,40,1232.24,1,1232.24,Debit Card,2025-11-27,20,0,0
T0020024,C026844,18-25,Male,Houston,Returning,P8679,Clothing,23.4,25,17.55,1,17.55,Credit Card,2025-11-30,0,1,0
T0020025,C034215,18-25,Other,Los Angeles,VIP,P3405,Toys,133.67,50,66.83,1,66.83,PayPal,2025-11-27,15,0,0
T0020026,C019039,46-55,Other,Miami,Returning,P8860,Clothing,43.59,25,32.69,1,32.69,Gift Card,2025-11-26,16,0,0
T0020027,C018841,56+,Male,New York,Returning,P2424,Beauty,98.41,20,78.73,2,157.46,Mobile Wallet,2025-11-27,7,0,0
T0020028,C011155,26-35,Female,Phoenix,New,P8085,Accessories,406.99,40,244.19,1,244.19,PayPal,2025-11-26,21,0,0
T0020029,C019321,46-55,Male,San Francisco,VIP,P9862,Toys,53.52,50,26.76,2,53.52,Debit Card,2025-11-24,20,0,0
T0020030,C025551,36-45,Female,Los Angeles,Loyal,P5051,Footwear,142.55,15,121.17,2,242.34,Gift Card,2025-12-01,13,0,0
T0020031,C018150,36-45,Female,San Francisco,Returning,P6812,Accessories,135.12,35,87.83,1,87.83,Credit Card,2025-12-01,5,0,0
T0020032,C033725,56+,Other,Phoenix,Returning,P1802,Sports,95.41,25,71.56,1,71.56,Gift Card,2025-11-26,14,0,0
T0020033,C033863,46-55,Male,Los Angeles,Returning,P3467,Groceries,193.99,35,126.09,1,126.09,Debit Card,2025-11-28,10,0,1
T0020034,C019500,36-45,Male,Miami,Returning,P8663,Toys,135.91,40,81.55,1,81.55,Gift Card,2025-11-24,17,0,0
