transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0040001,C025635,18-25,Female,Los Angeles,VIP,P3289,Home & Kitchen,276.74,20,221.39,1,221.39,Cash,2025-11-26,3,0,0
T0040002,C011606,36-45,Female,Seattle,Returning,P9233,Books,55.85,60,22.34,1,22.34,Credit Card,2025-11-25,19,0,0
T0040003,C026071,18-25,Male,Phoenix,New,P1795,Toys,254.35,10,228.92,1,228.92,Cash,2025-11-27,10,0,0
T0040004,C002593,18-25,Male,Chicago,Loyal,P9341,Accessories,18.51,30,12.96,2,25.92,Gift Card,2025-11-25,4,0,0
T0040005,C031613,18-25,Female,Houston,Loyal,P2862,Groceries,97.54,30,68.28,1,68.28,Debit Card,2025-11-24,17,0,0
T0040006,C000477,36-45,Other,Houston,Returning,P2178,Electronics,1228.52,25,921.39,2,1842.78,PayPal,2025-12-01,3,0,0
T0040007,C011618,36-45,Female,Chicago,New,P2204,Beauty,234.55,25,175.91,1,175.91,Credit Card,2025-11-30,7,1,0
T0040008,C018648,36-45,Female,Houston,New,P5742,Footwear,139.8,5,132.81,1,132.81,Mobile Wallet,2025-11-30,2,1,0
T0040009,C032273,46-55,Female,Atlanta,Returning,P9171,Books,29.41,30,20.59,1,20.59,PayPal,2025-11-24,19,0,0
T0040010,C018706,56+,Other,Dallas,Returning,P2017,Home & Kitchen,402.9,10,362.61,1,362.61,Gift Card,2025-12-01,3,0,0
T0040011,C033664,36-45,Female,Houston,New,P4731,Toys,95.14,60,38.06,2,76.12,Mobile Wallet,2025-11-24,19,0,0
T0040012,C021389,56+,Male,Phoenix,Returning,P6172,Groceries,164.23,20,131.38,1,131.38,Mobile Wallet,2025-12-01,21,0,0
T0040013,C029419,18-25,Female,Chicago,Returning,P5616,Home & Kitchen,829.28,15,704.89,1,704.89,Mobile Wallet,2025-11-25,13,0,0
T0040014,C034304,18-25,Other,Houston,New,P6162,Toys,137.1,25,102.82,3,308.46,Gift Card,2025-11-28,13,0,1
T0040015,C034712,26-35,Female,Miami,New,P5247,Books,103.4,40,62.04,1,62.04,PayPal,2025-11-26,13,0,0
T0040016,C011259,26-35,Male,New York,New,P2148,Books,73.05,25,54.79,1,54.79,Gift Card,2025-12-01,20,0,0
T0040017,C004137,26-35,Male,Phoenix,Returning,P9470,Toys,46.17,35,30.01,1,30.01,Mobile Wallet,2025-11-30,19,1,0
T0040018,C015142,18-25,Female,New York,New,P9694,Sports,414.03,30,289.82,1,289.82,Debit Card,2025-11-30,10,1,0
T0040019,C011026,36-45,Male,Dallas,New,P7211,Electronics,769.65,15,654.2,3,1962.6,Debit Card,2025-11-26,18,0,0
T0040020,C030268,36-45,Other,New York,Returning,P4105,Home & Kitchen,829.39,40,497.63,3,1492.89,Debit Card,2025-11-26,10,0,0
T0040021,C014970,56+,Other,Houston,Returning,P4224,Home & Kitchen,631.07,40,378.64,4,1514.56,Mobile Wallet,2025-11-27,10,0,0
T0040022,C034928,26-35,Male,Phoenix,Returning,P4422,Beauty,190.41,20,152.33,3,456.99,Mobile Wallet,2025-11-27,5,0,0
T0040023,C007682,36-45,Male,Houston,Returning,P6147,Sports,300.29,15,255.25,2,510.5,Cash,2025-11-26,20,0,0
T0040024,C021639,56+,Female,Seattle,Returning,P9108,Groceries,177.22,25,132.92,1,132.92,PayPal,2025-11-24,17,0,0
T0040025,C011411,56+,Male,Dallas,New,P6036,Books,46.9,30,32.83,1,32.83,Debit Card,2025-12-01,5,0,0
T0040026,C010006,26-35,Female,Los Angeles,New,P8418,Footwear,125.28,35,81.43,1,81.43,PayPal,2025-11-29,13,1,0
T0040027,C013580,26-35,Male,Seattle,Returning,P3781,Accessories,118.78,5,112.84,1,112.84,Gift Card,2025-11-29,3,1,0
T0040028,C011333,56+,Female,Seattle,Returning,P2079,Toys,166.97,30,116.88,3,350.64,Mobile Wallet,2025-11-29,12,1,0
T0040029,C008860,36-45,Female,Los Angeles,Returning,P6084,Home & Kitchen,366.75,5,348.41,1,348.41,Mobile Wallet,2025-11-29,8,1,0
T0040030,C029722,18-25,Female,Chicago,Returning,P8765,Books,87.73,15,74.57,3,223.71,Cash,2025-11-30,17,1,0
T0040031,C011447,26-35,Male,Miami,New,P8551,Accessories,129.28,35,84.03,1,84.03,Gift Card,2025-12-01,4,0,0
T0040032,C021495,56+,Other,Los Angeles,Returning,P1843,Electronics,1359.87,40,815.92,1,815.92,Credit Card,2025-11-24,20,0,0
T0040033,C016773,26-35,Female,New York,New,P8211,Books,76.28,20,61.02,1,61.02,PayPal,2025-11-30,6,1,0
T0040034,C002437,46-55,Male,Miami,New,P7526,Home & Kitchen,590.04,15,501.53,2,1003.06,Credit Card,2025-11-24,13,0,0
T0040035,C007349,26-35,Male,Dallas,New,P1112,Books,9.86,10,8.87,1,8.87,Debit Card,2025-11-30,4,1,0
T0040036,C019446,56+,Other,Dallas,Returning,P9718,Accessories,174.67,25,131.0,1,131.0,PayPal,2025-11-28,1,0,1
T0040037,C016307,26-35,Female,San Francisco,Returning,P9801,Electronics,2131.07,20,1704.86,1,1704.86,Debit Card,2025-12-01,6,0,0
T0040038,C019382,36-45,Male,New York,New,P2360,Groceries,142.55,20,114.04,1,114.04,Debit Card,2025-11-25,0,0,0
