transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0080001,C014896,36-45,Male,Miami,Returning,P5811,Home & Kitchen,310.03,25,232.52,1,232.52,Debit Card,2025-11-25,1,0,0
T0080002,C024641,18-25,Male,Seattle,Loyal,P6772,Clothing,45.6,40,27.36,3,82.08,Credit Card,2025-12-01,5,0,0
T0080003,C032138,56+,Male,Atlanta,Loyal,P4934,Accessories,350.13,40,210.08,1,210.08,Credit Card,2025-11-30,19,1,0
T0080004,C007390,36-45,Male,Houston,New,P7323,Books,101.83,10,91.65,1,91.65,Cash,2025-11-29,19,1,0
T0080005,C013790,46-55,Other,Houston,Returning,P7191,Clothing,130.22,35,84.64,1,84.64,Cash,2025-11-29,21,1,0
T0080006,C009638,36-45,Male,Atlanta,New,P3209,Accessories,107.04,5,101.69,1,101.69,Debit Card,2025-12-01,11,0,0
T0080007,C014116,26-35,Male,Houston,Returning,P5993,Books,13.37,15,11.36,4,45.44,Mobile Wallet,2025-12-01,13,0,0
T0080008,C021508,36-45,Female,Los Angeles,VIP,P3074,Sports,382.45,30,267.71,1,267.71,Cash,2025-11-29,0,1,0
T0080009,C012937,56+,Male,Atlanta,Returning,P6823,Toys,75.35,20,60.28,1,60.28,Debit Card,2025-11-28,12,0,1
T0080010,C000353,46-55,Female,Houston,Loyal,P7143,Footwear,239.54,15,203.61,1,203.61,Mobile Wallet,2025-11-26,3,0,0
T0080011,C009677,36-45,Other,Miami,Returning,P7730,Footwear,284.0,10,255.6,1,255.6,Cash,2025-11-29,14,1,0
T0080012,C004632,36-45,Female,Atlanta,Loyal,P2698,Beauty,18.95,15,16.11,1,16.11,Gift Card,2025-11-25,21,0,0
T0080013,C022388,36-45,Male,San Francisco,New,P8779,Beauty,204.86,50,102.43,1,102.43,Mobile Wallet,2025-11-27,5,0,0
T0080014,C022061,46-55,Male,Los Angeles,New,P7929,Sports,415.88,5,395.09,1,395.09,Credit Card,2025-11-24,22,0,0
T0080015,C022842,56+,Other,San Francisco,Loyal,P8377,Books,96.52,30,67.56,1,67.56,Gift Card,2025-11-25,15,0,0
T0080016,C012194,56+,Male,Atlanta,VIP,P4307,Accessories,184.64,20,147.71,1,147.71,Credit Card,2025-11-29,22,1,0
T0080017,C010233,36-45,Male,Los Angeles,Returning,P6053,Electronics,2354.72,20,1883.78,1,1883.78,Cash,2025-12-01,17,0,0
T0080018,C013983,26-35,Male,Seattle,Returning,P9760,Groceries,174.41,15,148.25,1,148.25,Debit Card,2025-11-27,17,0,0
T0080019,C015338,36-45,Other,Los Angeles,Loyal,P6955,Groceries,99.31,5,94.34,1,94.34,PayPal,2025-12-01,11,0,0
T0080020,C006921,26-35,Other,Chicago,Returning,P7870,Footwear,221.16,40,132.7,2,265.4,Gift Card,2025-11-25,19,0,0
T0080021,C022177,46-55,Male,Seattle,New,P7675,Toys,178.71,30,125.1,1,125.1,Mobile Wallet,2025-11-30,16,1,0
T0080022,C005208,36-45,Other,Houston,New,P2219,Home & Kitchen,1190.49,30,833.34,1,833.34,Cash,2025-11-24,16,0,0
T0080023,C002300,46-55,Male,Miami,New,P4362,Groceries,178.84,5,169.9,3,509.7,Mobile Wallet,2025-11-30,0,1,0
T0080024,C023403,46-55,Female,Los Angeles,Returning,P4719,Footwear,241.07,40,144.64,1,144.64,Debit Card,2025-11-26,13,0,0
T0080025,C006115,56+,Male,New York,New,P4685,Groceries,91.61,15,77.87,1,77.87,Gift Card,2025-11-28,0,0,1
T0080026,C021965,46-55,Female,Atlanta,New,P5583,Clothing,204.85,40,122.91,1,122.91,Gift Card,2025-11-24,13,0,0
T0080027,C002753,18-25,Other,Miami,Returning,P6588,Groceries,42.61,30,29.83,1,29.83,Mobile Wallet,2025-11-29,17,1,0
T0080028,C031725,56+,Male,San Francisco,New,P9663,Footwear,190.17,15,161.64,1,161.64,Credit Card,2025-11-27,15,0,0
T0080029,C031616,46-55,Other,Chicago,Returning,P8840,Toys,27.25,30,19.08,1,19.08,PayPal,2025-11-29,7,1,0
T0080030,C008193,56+,Other,Houston,Returning,P6448,Books,26.34,25,19.76,1,19.76,Cash,2025-12-01,21,0,0
T0080031,C010744,26-35,Other,Atlanta,Returning,P7085,Groceries,117.21,60,46.88,1,46.88,Debit Card,2025-11-28,2,0,1
T0080032,C033300,18-25,Female,New York,Loyal,P5339,Sports,423.5,60,169.4,1,169.4,Gift Card,2025-11-24,5,0,0
T0080033,C006638,36-45,Other,Phoenix,Returning,P9575,Sports,325.29,20,260.23,1,260.23,Gift Card,2025-11-29,11,1,0
T0080034,C003249,46-55,Male,Atlanta,Returning,P6621,Books,9.45,50,4.72,3,14.16,PayPal,2025-11-28,3,0,1
T0080035,C007318,56+,Other,Dallas,New,P7213,Groceries,73.36,30,51.35,1,51.35,Credit Card,2025-11-27,20,0,0
T0080036,C033086,46-55,Female,Dallas,Returning,P5793,Beauty,134.87,35,87.67,4,350.68,PayPal,2025-11-24,13,0,0
T0080037,C029107,46-55,Male,Atlanta,Loyal,P2336,Books,103.88,20,83.1,2,166.2,Credit Card,2025-11-27,3,0,0
T0080038,C000542,18-25,Female,Houston,New,P2909,Toys,249.23,40,149.54,1,149.54,Credit Card,2025-11-24,8,0,0
T0080039,C033884,36-45,Male,Dallas,Loyal,P6071,Sports,125.46,40,75.28,2,150.56,Debit Card,2025-11-27,1,0,0
T0080040,C021851,18-25,Other,Seattle,Returning,P5718,Accessories,418.21,60,167.28,1,167.28,Gift Card,2025-11-26,12,0,0
T0080041,C003184,18-25,Other,Houston,Returning,P7701,Footwear,181.38,25,136.04,1,136.04,Cash,2025-11-25,20,0,0
T0080042,C002729,36-45,Male,New York,Loyal,P6060,Books,101.32,20,81.06,1,81.06,Mobile Wallet,2025-11-25,22,0,0
T0080043,C003229,18-25,Other,Miami,Loyal,P7609,Electronics,1630.73,20,1304.58,1,1304.58,PayPal,2025-11-30,15,1,0
T0080044,C014464,18-25,Other,Miami,Returning,P7753,Books,48.54,20,38.83,1,38.83,Cash,2025-11-27,4,0,0
T0080045,C034564,26-35,Male,San Francisco,Loyal,P3977,Accessories,85.36,35,55.48,1,55.48,Credit Card,2025-11-28,8,0,1
T0080046,C006571,46-55,Male,Seattle,Returning,P2781,Sports,69.18,30,48.43,1,48.43,Mobile Wallet,2025-11-28,22,0,1
T0080047,C006645,26-35,Female,New York,Returning,P5732,Books,55.51,5,52.73,1,52.73,Gift Card,2025-11-30,20,1,0
T0080048,C014502,46-55,Female,Miami,Loyal,P8744,Sports,139.6,20,111.68,1,111.68,Credit Card,2025-11-25,22,0,0
T0080049,C008425,26-35,Other,Dallas,New,P9225,Footwear,121.1,30,84.77,2,169.54,Cash,2025-12-01,14,0,0
T0080050,C002061,26-35,Male,New York,Loyal,P8631,Footwear,332.48,20,265.98,1,265.98,Credit Card,2025-11-28,6,0,1
T0080051,C015176,18-25,Male,Dallas,Loyal,P9651,Books,63.32,25,47.49,1,47.49,Debit Card,2025-11-24,8,0,0
T0080052,C026169,26-35,Other,Dallas,Returning,P1863,Sports,130.5,20,104.4,2,208.8,PayPal,2025-12-01,9,0,0
T0080053,C001436,46-55,Male,Miami,New,P9327,Footwear,51.66,25,38.74,1,38.74,Gift Card,2025-11-28,5,0,1
T0080054,C025910,56+,Other,New York,New,P9415,Sports,477.11,30,333.98,1,333.98,Mobile Wallet,2025-11-29,18,1,0
T0080055,C001907,56+,Male,Phoenix,New,P4561,Beauty,149.91,20,119.93,2,239.86,Credit Card,2025-11-24,23,0,0
T0080056,C012530,36-45,Female,Phoenix,Loyal,P8739,Electronics,1518.96,25,1139.22,1,1139.22,Gift Card,2025-11-25,4,0,0
T0080057,C014859,18-25,Other,New York,New,P8226,Sports,266.51,35,173.23,2,346.46,Debit Card,2025-11-27,6,0,0
T0080058,C032323,18-25,Male,Los Angeles,Returning,P9189,Beauty,49.88,15,42.4,2,84.8,Credit Card,2025-11-26,2,0,0
T0080059,C018082,56+,Other,Dallas,Returning,P2449,Electronics,1740.37,10,1566.33,3,4698.99,Gift Card,2025-11-28,17,0,1
T0080060,C026254,18-25,Other,New York,Loyal,P9632,Accessories,344.7,50,172.35,1,172.35,PayPal,2025-11-30,15,1,0
T0080061,C004691,18-25,Female,Miami,New,P2383,Electronics,497.6,15,422.96,2,845.92,Gift Card,2025-11-26,21,0,0
T0080062,C011050,26-35,Male,Dallas,Loyal,P2040,Sports,161.35,30,112.94,1,112.94,Cash,2025-11-24,0,0,0
T0080063,C026343,26-35,Other,Dallas,Returning,P5962,Books,11.39,20,9.11,1,9.11,Gift Card,2025-11-25,9,0,0
T0080064,C000117,56+,Male,Dallas,VIP,P7577,Electronics,1562.04,25,1171.53,2,2343.06,Gift Card,2025-11-27,13,0,0
T0080065,C029525,56+,Male,Phoenix,VIP,P2227,Groceries,116.52,40,69.91,1,69.91,PayPal,2025-11-26,2,0,0
T0080066,C008671,46-55,Female,Los Angeles,Returning,P9353,Books,84.15,40,50.49,1,50.49,PayPal,2025-12-01,18,0,0
T0080067,C032921,18-25,Male,New York,Loyal,P2534,Accessories,171.36,5,162.79,1,162.79,Credit Card,2025-11-26,4,0,0
T0080068,C003953,36-45,Male,New York,Returning,P2484,Beauty,117.35,40,70.41,1,70.41,Mobile Wallet,2025-11-28,13,0,1
T0080069,C030817,26-35,Female,San Francisco,New,P6264,Groceries,161.07,15,136.91,1,136.91,Mobile Wallet,2025-11-26,6,0,0
T0080070,C016327,18-25,Male,Atlanta,New,P1866,Electronics,151.32,35,98.36,1,98.36,Cash,2025-11-27,20,0,0
T0080071,C018794,18-25,Female,Los Angeles,Returning,P6598,Beauty,82.5,40,49.5,2,99.0,PayPal,2025-11-30,7,1,0
T0080072,C019146,56+,Female,Houston,Returning,P5546,Accessories,191.01,40,114.61,1,114.61,Mobile Wallet,2025-11-24,8,0,0
T0080073,C028160,36-45,Male,Los Angeles,Loyal,P8379,Clothing,180.67,25,135.5,1,135.5,Gift Card,2025-11-28,6,0,1
T0080074,C024751,56+,Female,San Francisco,Loyal,P8174,Accessories,260.58,25,195.44,1,195.44,PayPal,2025-11-25,17,0,0
T0080075,C000145,56+,Female,Phoenix,Returning,P5430,Beauty,52.26,50,26.13,1,26.13,Gift Card,2025-12-01,9,0,0
T0080076,C007408,46-55,Female,Dallas,Loyal,P6172,Clothing,63.43,30,44.4,3,133.2,Mobile Wallet,2025-11-24,8,0,0
T0080077,C003140,56+,Female,Dallas,Returning,P2069,Home & Kitchen,878.17,20,702.54,1,702.54,Gift Card,2025-11-25,23,0,0
T0080078,C010247,26-35,Other,Los Angeles,Returning,P7534,Electronics,1195.96,50,597.98,2,1195.96,Gift Card,2025-11-29,6,1,0
T0080079,C014165,36-45,Female,Chicago,Returning,P9491,Accessories,249.33,20,199.46,1,199.46,Cash,2025-11-27,2,0,0
T0080080,C005198,46-55,Other,Atlanta,Returning,P4765,Home & Kitchen,172.62,20,138.1,2,276.2,Credit Card,2025-11-28,2,0,1
T0080081,C015808,56+,Other,Chicago,Loyal,P6797,Footwear,101.32,10,91.19,2,182.38,Cash,2025-11-30,17,1,0
T0080082,C029011,56+,Female,Chicago,Loyal,P2525,Groceries,37.46,35,24.35,1,24.35,Mobile Wallet,2025-11-27,22,0,0
T0080083,C033076,26-35,Other,Chicago,Loyal,P8229,Toys,117.46,20,93.97,2,187.94,PayPal,2025-11-25,9,0,0
T0080084,C004065,36-45,Other,Dallas,Returning,P5070,Electronics,952.02,25,714.02,1,714.02,Cash,2025-11-28,12,0,1
T0080085,C017734,36-45,Male,San Francisco,VIP,P5085,Footwear,161.72,30,113.2,1,113.2,Debit Card,2025-11-26,21,0,0
T0080086,C017569,26-35,Other,Seattle,New,P2851,Home & Kitchen,727.62,30,509.33,1,509.33,Credit Card,2025-11-30,16,1,0
T0080087,C026432,26-35,Other,Seattle,Loyal,P2720,Books,25.14,20,20.11,1,20.11,Credit Card,2025-11-27,23,0,0
T0080088,C000137,36-45,Male,Phoenix,Loyal,P8231,Clothing,225.56,60,90.22,3,270.66,Cash,2025-11-30,16,1,0
T0080089,C000356,36-45,Female,Los Angeles,Returning,P1110,Books,33.15,5,31.49,2,62.98,Gift Card,2025-11-24,19,0,0
T0080090,C032367,18-25,Other,Chicago,Returning,P3170,Accessories,390.93,15,332.29,2,664.58,Cash,2025-11-27,21,0,0
T0080091,C005315,46-55,Other,Houston,New,P1212,Clothing,158.3,25,118.72,2,237.44,Cash,2025-11-28,9,0,1
T0080092,C016550,46-55,Other,Seattle,VIP,P4417,Clothing,124.28,40,74.57,1,74.57,Credit Card,2025-12-01,4,0,0
T0080093,C011181,26-35,Female,Houston,Returning,P6008,Beauty,113.25,20,90.6,1,90.6,Mobile Wallet,2025-11-25,1,0,0
T0080094,C014136,36-45,Female,Los Angeles,Loyal,P5314,Clothing,199.05,30,139.34,2,278.68,Gift Card,2025-11-25,4,0,0
T0080095,C021650,36-45,Female,Miami,Loyal,P1233,Footwear,165.36,30,115.75,3,347.25,Cash,2025-11-30,6,1,0
T0080096,C010438,18-25,Other,Seattle,New,P2146,Home & Kitchen,197.34,50,98.67,1,98.67,Cash,2025-11-25,4,0,0
T0080097,C003940,46-55,Female,Atlanta,Loyal,P7689,Beauty,178.87,20,143.1,1,143.1,Mobile Wallet,2025-12-01,21,0,0
T0080098,C011603,26-35,Male,Dallas,Loyal,P4297,Electronics,2413.43,60,965.37,2,1930.74,Credit Card,2025-11-24,6,0,0
T0080099,C031828,56+,Other,New York,New,P3372,Accessories,90.22,15,76.69,2,153.38,Mobile Wallet,2025-11-28,22,0,1
T0080100,C013791,56+,Other,Phoenix,Loyal,P4562,Beauty,78.34,35,50.92,1,50.92,Credit Card,2025-11-27,6,0,0
T0080101,C003563,36-45,Female,Los Angeles,Loyal,P1502,Beauty,204.34,25,153.26,1,153.26,PayPal,2025-11-27,7,0,0
T0080102,C020236,18-25,Female,Miami,New,P4018,Beauty,197.81,10,178.03,1,178.03,Debit Card,2025-11-30,17,1,0
T0080103,C032115,26-35,Other,Miami,Loyal,P2417,Books,12.79,30,8.95,2,17.9,Mobile Wallet,2025-11-25,2,0,0
T0080104,C034709,26-35,Female,San Francisco,Loyal,P6519,Home & Kitchen,476.11,20,380.89,1,380.89,PayPal,2025-11-27,13,0,0
T0080105,C002231,56+,Other,Atlanta,Returning,P8953,Footwear,319.46,35,207.65,1,207.65,Cash,2025-12-01,1,0,0
T0080106,C021509,18-25,Male,San Francisco,Returning,P4300,Beauty,129.78,10,116.8,1,116.8,PayPal,2025-11-26,16,0,0
T0080107,C021170,18-25,Female,Miami,Returning,P7214,Electronics,524.13,25,393.1,1,393.1,Mobile Wallet,2025-11-28,5,0,1
T0080108,C003059,56+,Other,Dallas,Returning,P2825,Accessories,209.76,25,157.32,1,157.32,Credit Card,2025-11-26,18,0,0
T0080109,C006981,46-55,Other,New York,New,P4854,Home & Kitchen,1181.53,30,827.07,2,1654.14,Credit Card,2025-11-30,14,1,0
T0080110,C019484,26-35,Male,Atlanta,Returning,P6912,Books,39.86,10,35.87,1,35.87,Cash,2025-11-26,13,0,0
T0080111,C018218,36-45,Male,New York,VIP,P5016,Accessories,62.01,30,43.41,3,130.23,Gift Card,2025-11-27,12,0,0
T0080112,C014368,56+,Male,Houston,Loyal,P1507,Toys,112.75,10,101.48,1,101.48,PayPal,2025-11-26,9,0,0
T0080113,C000240,26-35,Male,Seattle,New,P4365,Groceries,9.47,30,6.63,4,26.52,Mobile Wallet,2025-11-29,11,1,0
T0080114,C006448,18-25,Male,New York,New,P9371,Books,62.19,5,59.08,1,59.08,Cash,2025-11-26,18,0,0
T0080115,C006842,18-25,Female,Houston,New,P8431,Groceries,156.52,20,125.22,2,250.44,Debit Card,2025-11-26,14,0,0
T0080116,C004394,36-45,Other,Seattle,New,P8918,Sports,372.3,30,260.61,1,260.61,Debit Card,2025-11-29,4,1,0
T0080117,C028143,56+,Other,San Francisco,New,P6354,Toys,124.19,15,105.56,1,105.56,Gift Card,2025-11-27,14,0,0
T0080118,C031892,56+,Female,Seattle,Loyal,P8790,Accessories,138.62,15,117.83,1,117.83,Gift Card,2025-11-24,12,0,0
T0080119,C001822,46-55,Other,Atlanta,Loyal,P8242,Clothing,54.0,20,43.2,1,43.2,PayPal,2025-12-01,16,0,0
T0080120,C022623,26-35,Other,San Francisco,Loyal,P3802,Books,45.04,5,42.79,1,42.79,Credit Card,2025-12-01,0,0,0
T0080121,C006891,26-35,Male,Los Angeles,New,P8714,Toys,98.26,20,78.61,2,157.22,Debit Card,2025-11-27,15,0,0
T0080122,C009000,18-25,Female,Miami,Loyal,P1333,Groceries,104.73,20,83.78,1,83.78,PayPal,2025-11-25,6,0,0
T0080123,C004816,18-25,Female,Houston,Returning,P9659,Footwear,93.23,25,69.92,1,69.92,Credit Card,2025-11-24,15,0,0
T0080124,C003749,46-55,Male,Chicago,Returning,P1835,Accessories,231.3,25,173.48,1,173.48,Cash,2025-11-30,23,1,0
T0080125,C031074,36-45,Female,New York,Loyal,P5160,Clothing,196.8,15,167.28,3,501.84,Credit Card,2025-11-29,3,1,0
T0080126,C020546,18-25,Other,New York,New,P3503,Clothing,269.79,25,202.34,2,404.68,Gift Card,2025-11-29,6,1,0
T0080127,C016078,46-55,Male,Houston,Returning,P5221,Sports,151.27,25,113.45,1,113.45,Gift Card,2025-11-27,0,0,0
T0080128,C021074,36-45,Male,Miami,Returning,P9910,Home & Kitchen,447.12,5,424.76,1,424.76,Cash,2025-11-26,1,0,0
T0080129,C012945,56+,Male,Chicago,New,P4824,Electronics,1248.12,20,998.5,2,1997.0,Gift Card,2025-11-30,5,1,0
T0080130,C023223,46-55,Female,Los Angeles,VIP,P2725,Accessories,329.72,35,214.32,1,214.32,Mobile Wallet,2025-11-27,6,0,0
T0080131,C019236,26-35,Female,Phoenix,New,P4044,Home & Kitchen,613.37,40,368.02,1,368.02,Gift Card,2025-11-30,16,1,0
T0080132,C010992,26-35,Other,Dallas,Returning,P2420,Footwear,68.3,40,40.98,1,40.98,Gift Card,2025-11-26,2,0,0
T0080133,C016129,36-45,Male,Chicago,Loyal,P6440,Accessories,265.68,15,225.83,2,451.66,Credit Card,2025-11-30,21,1,0
T0080134,C027969,36-45,Male,Seattle,Loyal,P9067,Books,101.78,20,81.42,1,81.42,PayPal,2025-11-25,3,0,0
T0080135,C024263,26-35,Female,Houston,Returning,P9794,Beauty,67.15,40,40.29,1,40.29,Cash,2025-11-29,6,1,0
T0080136,C013789,46-55,Male,Los Angeles,Returning,P1088,Groceries,10.73,25,8.05,1,8.05,PayPal,2025-11-24,20,0,0
T0080137,C031389,26-35,Female,Los Angeles,New,P2704,Toys,265.47,15,225.65,1,225.65,Cash,2025-11-25,17,0,0
T0080138,C022796,36-45,Male,Seattle,New,P5294,Beauty,68.09,30,47.66,1,47.66,Gift Card,2025-11-30,20,1,0
T0080139,C024415,26-35,Other,Miami,New,P8866,Home & Kitchen,954.09,20,763.27,1,763.27,Debit Card,2025-11-26,0,0,0
T0080140,C034895,56+,Other,Atlanta,New,P3011,Sports,410.47,50,205.24,2,410.48,Credit Card,2025-11-27,4,0,0
T0080141,C017357,56+,Other,San Francisco,VIP,P4383,Home & Kitchen,205.73,5,195.44,1,195.44,Gift Card,2025-11-25,16,0,0
T0080142,C006285,18-25,Other,Houston,Returning,P3766,Groceries,104.82,5,99.58,1,99.58,PayPal,2025-11-24,21,0,0
T0080143,C008221,56+,Other,Phoenix,New,P8026,Toys,105.52,35,68.59,3,205.77,Gift Card,2025-11-29,14,1,0
T0080144,C011751,46-55,Female,San Francisco,Returning,P3303,Toys,271.53,40,162.92,1,162.92,PayPal,2025-12-01,20,0,0
T0080145,C025159,26-35,Female,Dallas,New,P8459,Footwear,244.23,5,232.02,1,232.02,PayPal,2025-11-27,8,0,0
T0080146,C020322,46-55,Female,San Francisco,Loyal,P4653,Footwear,229.89,10,206.9,2,413.8,Debit Card,2025-11-25,14,0,0
T0080147,C012028,18-25,Other,New York,New,P1124,Groceries,38.36,40,23.02,1,23.02,PayPal,2025-11-27,5,0,0
T0080148,C020010,26-35,Female,Seattle,Returning,P2147,Sports,581.85,40,349.11,1,349.11,Debit Card,2025-11-26,5,0,0
T0080149,C005350,46-55,Male,Los Angeles,VIP,P1464,Sports,96.6,30,67.62,2,135.24,Gift Card,2025-11-25,22,0,0
