transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0060001,C001799,18-25,Other,Los Angeles,Returning,P6620,Books,69.39,25,52.04,1,52.04,Mobile Wallet,2025-11-25,2,0,0
T0060002,C018389,26-35,Female,Los Angeles,Returning,P5175,Footwear,205.8,15,174.93,1,174.93,Cash,2025-11-28,11,0,1
T0060003,C028119,18-25,Other,Dallas,New,P7975,Books,89.38,30,62.57,1,62.57,PayPal,2025-12-01,18,0,0
T0060004,C027379,46-55,Female,Chicago,Loyal,P3751,Groceries,104.04,25,78.03,2,156.06,Debit Card,2025-11-28,15,0,1
T0060005,C034402,36-45,Female,Miami,Loyal,P9312,Accessories,334.04,25,250.53,1,250.53,Cash,2025-11-29,10,1,0
T0060006,C030973,18-25,Other,Chicago,New,P7621,Clothing,293.74,50,146.87,1,146.87,Credit Card,2025-11-28,1,0,1
T0060007,C001804,56+,Other,Dallas,VIP,P1083,Electronics,720.01,35,468.01,1,468.01,Credit Card,2025-11-25,9,0,0
T0060008,C007921,36-45,Male,Houston,Returning,P6014,Sports,207.62,10,186.86,1,186.86,Mobile Wallet,2025-11-25,5,0,0
T0060009,C032044,36-45,Male,Houston,Returning,P5972,Footwear,98.67,50,49.34,2,98.68,Debit Card,2025-11-27,2,0,0
T0060010,C025415,26-35,Male,Chicago,New,P3617,Clothing,91.87,35,59.72,1,59.72,PayPal,2025-11-24,8,0,0
T0060011,C009284,46-55,Male,Seattle,New,P2678,Beauty,54.12,15,46.0,1,46.0,Debit Card,2025-11-30,1,1,0
T0060012,C008152,56+,Other,Houston,Loyal,P9282,Footwear,102.84,20,82.27,2,164.54,Credit Card,2025-11-25,15,0,0
T0060013,C005281,56+,Other,Dallas,Returning,P5903,Books,101.49,50,50.74,3,152.22,Debit Card,2025-11-30,22,1,0
T0060014,C028427,46-55,Female,San Francisco,Loyal,P2175,Toys,95.76,20,76.61,1,76.61,Credit Card,2025-12-01,8,0,0
T0060015,C031681,18-25,Female,Houston,Returning,P2291,Footwear,328.5,25,246.38,1,246.38,Credit Card,2025-11-26,16,0,0
T0060016,C007124,26-35,Other,Atlanta,Returning,P1918,Groceries,173.4,50,86.7,2,173.4,Debit Card,2025-11-28,8,0,1
T0060017,C009624,26-35,Other,Dallas,Returning,P9529,Groceries,27.33,30,19.13,1,19.13,PayPal,2025-11-29,12,1,0
T0060018,C015415,36-45,Other,Houston,Returning,P4165,Books,85.66,20,68.53,1,68.53,Mobile Wallet,2025-12-01,3,0,0
T0060019,C002669,56+,Other,New York,Loyal,P2769,Accessories,164.01,60,65.6,1,65.6,Cash,2025-11-29,5,1,0
T0060020,C017382,36-45,Other,Seattle,New,P6536,Clothing,115.68,20,92.54,2,185.08,Debit Card,2025-11-29,8,1,0
T0060021,C025532,18-25,Male,Los Angeles,Returning,P4348,Footwear,186.22,25,139.66,1,139.66,Credit Card,2025-11-25,21,0,0
T0060022,C022477,56+,Other,Houston,VIP,P2790,Clothing,58.1,20,46.48,2,92.96,Debit Card,2025-11-26,18,0,0
T0060023,C033256,26-35,Male,San Francisco,New,P6333,Footwear,327.22,25,245.42,1,245.42,Mobile Wallet,2025-11-27,7,0,0
T0060024,C014809,36-45,Female,Miami,New,P6933,Books,115.87,30,81.11,4,324.44,Mobile Wallet,2025-11-25,9,0,0
T0060025,C026034,36-45,Female,San Francisco,Loyal,P9016,Beauty,44.46,40,26.68,1,26.68,PayPal,2025-11-27,10,0,0
T0060026,C023908,36-45,Male,Chicago,Returning,P4345,Sports,138.79,35,90.21,2,180.42,Mobile Wallet,2025-11-26,0,0,0
T0060027,C000149,46-55,Other,San Francisco,New,P1133,Sports,32.22,25,24.16,1,24.16,PayPal,2025-11-26,19,0,0
T0060028,C006295,36-45,Other,San Francisco,New,P2929,Clothing,90.44,25,67.83,1,67.83,Credit Card,2025-11-28,20,0,1
