transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0090001,C027241,56+,Male,San Francisco,Returning,P9402,Footwear,313.35,35,203.68,1,203.68,Gift Card,2025-11-25,1,0,0
T0090002,C028611,18-25,Other,Seattle,Returning,P1569,Sports,541.3,5,514.23,1,514.23,Mobile Wallet,2025-11-29,6,1,0
T0090003,C016862,18-25,Male,San Francisco,Loyal,P4928,Home & Kitchen,740.21,30,518.15,2,1036.3,Gift Card,2025-11-30,9,1,0
T0090004,C008897,36-45,Male,Phoenix,Loyal,P9820,Sports,337.0,40,202.2,1,202.2,Mobile Wallet,2025-11-27,14,0,0
T0090005,C021401,36-45,Male,Chicago,New,P5415,Toys,283.31,25,212.48,1,212.48,Mobile Wallet,2025-11-30,0,1,0
T0090006,C002074,36-45,Male,San Francisco,Loyal,P2896,Beauty,209.54,10,188.59,1,188.59,PayPal,2025-12-01,14,0,0
T0090007,C024065,46-55,Male,Dallas,Returning,P5432,Beauty,242.09,25,181.57,1,181.57,Gift Card,2025-11-26,3,0,0
T0090008,C021930,26-35,Male,Houston,Loyal,P7489,Electronics,384.18,15,326.55,1,326.55,Credit Card,2025-11-30,16,1,0
T0090009,C024905,46-55,Female,Miami,New,P8596,Footwear,348.62,10,313.76,2,627.52,Cash,2025-11-25,17,0,0
T0090010,C009973,46-55,Other,Los Angeles,Returning,P6694,Groceries,76.14,35,49.49,1,49.49,PayPal,2025-11-29,12,1,0
T0090011,C029386,18-25,Other,New York,Loyal,P1827,Beauty,139.66,10,125.69,1,125.69,PayPal,2025-11-28,4,0,1
T0090012,C022096,26-35,Other,Atlanta,Returning,P4957,Toys,48.2,25,36.15,1,36.15,Credit Card,2025-11-27,19,0,0
T0090013,C024343,18-25,Other,Houston,New,P3761,Toys,178.69,10,160.82,1,160.82,Cash,2025-11-24,20,0,0
T0090014,C014968,36-45,Other,Los Angeles,New,P9920,Electronics,707.58,25,530.69,1,530.69,Credit Card,2025-11-28,3,0,1
T0090015,C013291,18-25,Other,New York,Returning,P8001,Accessories,383.33,50,191.66,3,574.98,Credit Card,2025-11-25,17,0,0
T0090016,C016682,36-45,Male,Seattle,Loyal,P9705,Beauty,82.54,25,61.9,1,61.9,Debit Card,2025-11-27,21,0,0
T0090017,C007576,26-35,Female,Dallas,VIP,P4732,Toys,98.1,30,68.67,1,68.67,Debit Card,2025-11-28,4,0,1
T0090018,C028533,46-55,Male,San Francisco,Returning,P3583,Books,72.02,20,57.62,1,57.62,Gift Card,2025-11-28,15,0,1
T0090019,C010869,56+,Other,New York,Loyal,P5774,Beauty,129.27,5,122.81,1,122.81,Debit Card,2025-11-30,15,1,0
T0090020,C007451,56+,Male,Houston,Returning,P6788,Books,56.12,10,50.51,4,202.04,Gift Card,2025-11-30,16,1,0
T0090021,C033480,56+,Female,Chicago,Loyal,P6529,Beauty,69.28,20,55.42,2,110.84,Credit Card,2025-12-01,17,0,0
T0090022,C022670,18-25,Male,Houston,Returning,P4517,Footwear,125.02,30,87.51,2,175.02,Debit Card,2025-11-28,11,0,1
T0090023,C007838,18-25,Female,Los Angeles,Returning,P5657,Footwear,183.54,25,137.66,1,137.66,Gift Card,2025-11-29,8,1,0
T0090024,C022265,36-45,Other,New York,Returning,P8246,Groceries,112.96,50,56.48,2,112.96,Cash,2025-11-29,7,1,0
T0090025,C024446,18-25,Other,Chicago,Returning,P1059,Footwear,85.25,15,72.46,1,72.46,Gift Card,2025-11-27,10,0,0
T0090026,C012398,46-55,Male,Chicago,Returning,P2290,Toys,104.52,25,78.39,1,78.39,Mobile Wallet,2025-11-25,12,0,0
T0090027,C033655,26-35,Other,Miami,Returning,P3543,Home & Kitchen,1059.21,30,741.45,1,741.45,Credit Card,2025-12-01,7,0,0
T0090028,C018882,18-25,Other,Miami,New,P2529,Accessories,93.83,20,75.06,1,75.06,Debit Card,2025-11-30,13,1,0
T0090029,C028294,46-55,Male,Phoenix,New,P8512,Footwear,125.52,25,94.14,1,94.14,Credit Card,2025-11-25,22,0,0
T0090030,C029584,36-45,Other,Chicago,Loyal,P9696,Toys,26.71,25,20.03,1,20.03,Gift Card,2025-11-28,16,0,1
T0090031,C022875,26-35,Female,Miami,New,P3617,Accessories,70.46,30,49.32,1,49.32,Mobile Wallet,2025-11-28,15,0,1
